wilayah,provinsi,tahun,pdrb_perkapita,kemiskinan,pengangguran,ipm,harapan_hidup,rata_lama_sekolah,akses_internet,jalan_baik,air_bersih,catatan_data
Kabupaten/Kota_209,Papua,2023,50350027.0,14.97,8.28,74.63,63.78,7.01,97.69,46.62,70.59,Normal
Kabupaten/Kota_210,DKI Jakarta,2024,168511385.0,18.78,1.26,57.87,63.84,5.73,24.08,73.83,49.96,Normal
Kabupaten/Kota_211,Jawa Tengah,2023,73324366.0,16.17,3.71,71.15,72.94,13.25,24.78,32.09,62.26,Normal
Kabupaten/Kota_212,Sumatera Utara,2023,51916560.0,5.66,11.95,80.17,66.93,9.91,34.92,68.86,96.59,Normal
Kabupaten/Kota_213,Sumatera Barat,2022,219717264.0,19.54,11.37,81.16,61.78,9.52,62.84,68.14,54.31,Normal
Kabupaten/Kota_214,DKI Jakarta,2022,54455331.0,11.12,34.9,82.69,77.26,6.9,85.19,51.0,59.49,Outlier
Kabupaten/Kota_215,Sulawesi Selatan,2023,16263795.0,17.78,1.52,78.12,60.89,10.84,75.3,66.7,62.05,Normal
Kabupaten/Kota_216,Papua,2021,154420777.0,3.75,5.67,65.4,65.13,9.23,37.4,95.64,57.7,Normal
Kabupaten/Kota_217,Jawa Barat,2023,143167533.0,13.39,1.88,59.22,61.82,10.12,32.18,77.26,56.24,Normal
Kabupaten/Kota_218,Jawa Tengah,2024,241519181.0,17.57,6.76,67.6,70.93,7.46,59.33,93.78,49.1,Normal
Kabupaten/Kota_219,Sumatera Barat,2024,239568699.0,17.53,1.55,83.73,75.63,9.4,92.56,52.28,67.57,Normal
Kabupaten/Kota_220,Sumatera Barat,2021,153526778.0,7.38,9.92,55.74,61.12,13.89,35.62,94.2,64.08,Normal
Kabupaten/Kota_221,Sumatera Utara,2023,246277719.0,10.37,6.59,70.73,65.53,10.43,90.7,82.74,50.06,Normal
Kabupaten/Kota_222,Papua,2023,165386543.0,20.4,1.07,59.54,74.84,9.84,70.99,36.18,82.72,Normal
Kabupaten/Kota_223,Sulawesi Selatan,2024,174802040.0,19.04,7.33,78.81,69.77,10.48,91.92,48.87,77.59,Normal
Kabupaten/Kota_224,Jawa Tengah,2020,183190279.0,10.39,3.75,69.85,69.19,8.35,41.75,58.64,45.58,Normal
Kabupaten/Kota_225,Sumatera Barat,2022,42816958.0,4.88,7.26,81.44,64.95,8.94,43.72,51.81,75.27,Normal
Kabupaten/Kota_226,Jawa Tengah,2020,197591760.0,18.74,8.25,75.6,71.99,5.97,96.72,45.37,45.17,Normal
Kabupaten/Kota_227,Sumatera Barat,2021,72892830.0,23.73,2.37,68.27,62.0,13.43,,78.76,49.85,Missing Value
Kabupaten/Kota_228,Sulawesi Selatan,2021,56478742.0,15.94,14.83,55.65,76.3,11.27,88.7,86.6,44.76,Normal
Kabupaten/Kota_229,DKI Jakarta,2020,46026471.0,4.9,13.21,75.08,63.93,13.17,62.31,68.13,94.39,Normal
Kabupaten/Kota_230,DKI Jakarta,2020,193049076.0,22.6,13.94,70.41,72.21,12.9,37.57,44.67,64.92,Normal
Kabupaten/Kota_231,Kalimantan Timur,2024,98348383.0,17.72,1.92,75.64,70.45,7.26,91.48,57.11,82.15,Normal
Kabupaten/Kota_232,Jawa Tengah,2020,193002478.0,8.48,11.0,80.4,72.12,13.97,68.32,92.32,99.45,Normal
Kabupaten/Kota_233,Kalimantan Timur,2020,87450377.0,8.15,,55.57,68.53,12.39,92.62,85.19,40.92,Missing Value
Kabupaten/Kota_234,Banten,2020,239920080.0,11.78,12.7,70.28,65.84,7.13,46.09,85.24,63.58,Normal
Kabupaten/Kota_235,Sumatera Utara,2021,26982558.0,3.65,6.78,61.86,70.88,9.91,27.63,31.7,92.4,Normal
Kabupaten/Kota_236,Sulawesi Selatan,2023,30161235.0,12.79,10.96,61.59,73.0,13.35,49.43,46.25,55.85,Normal
Kabupaten/Kota_237,DKI Jakarta,2022,140037153.0,18.45,14.29,76.02,73.96,9.75,74.66,59.49,62.54,Normal
Kabupaten/Kota_238,Papua,2024,176292168.0,12.36,3.22,60.19,60.43,9.09,27.89,47.96,56.13,Normal
Kabupaten/Kota_239,Papua,2020,27071049.0,17.66,2.64,61.67,61.85,11.87,47.2,47.35,55.63,Normal
Kabupaten/Kota_240,Jawa Tengah,2023,236633506.0,20.91,6.81,84.88,70.17,12.17,58.16,47.43,42.27,Normal
Kabupaten/Kota_241,Banten,2021,124419086.0,16.29,6.77,71.94,68.38,5.81,66.7,56.76,56.06,Normal
Kabupaten/Kota_242,Kalimantan Timur,2020,113554693.0,14.22,11.66,60.13,77.85,13.22,31.65,70.48,68.84,Normal
Kabupaten/Kota_243,DKI Jakarta,2023,230304359.0,21.72,4.99,68.83,77.75,13.97,38.15,34.7,85.12,Normal
Kabupaten/Kota_244,DKI Jakarta,2021,205542464.0,23.76,6.73,63.87,69.79,7.9,77.36,66.78,93.8,Normal
Kabupaten/Kota_245,Jawa Timur,2020,105063631.0,24.04,5.21,68.95,65.03,13.99,27.69,85.85,56.87,Normal
Kabupaten/Kota_246,Jawa Timur,2021,227823334.0,3.47,10.25,65.28,63.33,13.59,50.37,52.14,52.74,Normal
Kabupaten/Kota_247,Banten,2024,68815902.0,21.07,5.09,61.24,61.46,5.95,97.08,56.8,79.7,Normal
Kabupaten/Kota_248,Kalimantan Timur,2021,204876312.0,18.4,2.23,78.31,67.64,7.59,74.41,84.86,42.7,Normal
Kabupaten/Kota_249,Kalimantan Timur,2021,219079070.0,8.8,4.6,76.9,76.21,12.36,63.55,98.14,58.61,Normal
Kabupaten/Kota_250,Jawa Timur,2023,70044402.0,15.8,7.28,59.67,76.79,8.43,76.36,55.83,72.42,Normal
Kabupaten/Kota_251,Sumatera Barat,2020,139802719.0,8.73,11.95,63.47,61.33,7.78,42.13,75.27,80.72,Normal
Kabupaten/Kota_252,Papua,2024,99790979.0,19.8,8.27,78.7,62.78,7.03,73.82,34.45,83.5,Normal
Kabupaten/Kota_253,Sumatera Barat,2024,189269134.0,6.81,3.34,84.8,67.68,10.36,33.43,91.38,93.72,Normal
Kabupaten/Kota_254,Jawa Tengah,2023,138876934.0,4.26,10.15,56.92,67.52,13.8,55.9,47.89,69.15,Normal
Kabupaten/Kota_255,Kalimantan Timur,2022,15741963.0,14.45,8.51,82.3,72.4,7.79,21.26,71.27,78.11,Normal
Kabupaten/Kota_256,Banten,2022,168982632.0,16.27,5.89,72.38,60.68,10.9,41.02,95.75,88.9,Normal
Kabupaten/Kota_257,Sumatera Barat,2020,150800834.0,12.33,13.05,61.28,70.61,12.55,25.79,30.83,96.16,Normal
Kabupaten/Kota_258,Sumatera Utara,2020,65740563.0,15.71,3.66,69.74,60.63,7.84,55.87,86.06,56.68,Normal
Kabupaten/Kota_259,Papua,2022,221079508.0,6.86,9.21,68.92,72.2,13.56,31.38,85.46,84.18,Normal
Kabupaten/Kota_260,Jawa Tengah,2024,118402960.0,19.28,9.1,63.02,74.83,11.52,91.05,81.97,50.75,Normal
Kabupaten/Kota_261,Jawa Barat,2022,180440347.0,14.14,7.43,84.16,72.47,11.77,23.92,64.72,44.33,Normal
Kabupaten/Kota_262,Banten,2020,91435015.0,4.66,12.25,56.11,77.4,6.83,85.83,35.22,43.11,Normal
Kabupaten/Kota_263,Papua,2022,70052932.0,21.03,7.36,66.35,77.66,11.96,38.73,55.83,80.17,Normal
Kabupaten/Kota_264,Papua,2024,,23.56,11.61,74.23,73.87,8.94,34.22,41.72,44.44,Missing Value
Kabupaten/Kota_265,Jawa Barat,2024,86580140.0,6.63,3.1,55.73,72.79,7.32,96.56,69.13,66.83,Normal
Kabupaten/Kota_266,Jawa Tengah,2020,236657788.0,21.14,6.87,79.07,68.86,13.59,96.94,77.31,46.92,Normal
Kabupaten/Kota_267,Jawa Tengah,2022,160214993.0,8.71,12.79,60.77,72.56,7.09,36.25,50.49,95.13,Normal
Kabupaten/Kota_268,Banten,2024,198106308.0,6.64,7.63,81.36,73.75,5.36,59.4,96.19,40.79,Normal
Kabupaten/Kota_269,Kalimantan Timur,2024,19109561.0,23.3,6.28,83.44,71.95,5.95,58.73,,50.46,Missing Value
Kabupaten/Kota_270,Sumatera Barat,2022,110001617.0,16.95,5.12,65.12,61.76,11.8,78.59,38.55,97.94,Normal
Kabupaten/Kota_271,Jawa Tengah,2023,178843379.0,14.66,,63.36,68.97,9.47,,92.81,93.03,Missing Value
Kabupaten/Kota_272,Jawa Timur,2023,41932565.0,5.94,4.33,59.7,71.23,6.94,44.01,48.03,55.61,Normal
Kabupaten/Kota_273,DKI Jakarta,2023,161784209.0,5.65,1.85,68.42,73.76,7.75,87.1,53.26,87.75,Normal
Kabupaten/Kota_274,DKI Jakarta,2023,54102116.0,5.08,11.43,60.06,71.51,8.37,21.87,82.27,96.22,Normal
Kabupaten/Kota_275,Papua,2024,37002839.0,19.82,4.68,63.82,63.36,6.3,24.56,53.89,47.04,Normal
Kabupaten/Kota_276,Papua,2022,54532505.0,12.85,13.39,77.34,77.85,8.28,68.16,96.19,71.87,Normal
Kabupaten/Kota_277,Papua,2023,99950235.0,4.11,13.89,80.24,73.51,9.44,54.63,73.2,41.84,Normal
Kabupaten/Kota_278,Sumatera Barat,2021,148982760.0,9.53,8.1,72.48,60.49,11.21,93.12,64.44,58.27,Normal
Kabupaten/Kota_279,Sumatera Utara,2023,226098188.0,11.48,8.75,64.12,75.16,12.22,54.51,98.49,48.55,Normal
Kabupaten/Kota_280,Jawa Tengah,2024,159202091.0,8.82,5.97,77.14,76.25,13.64,51.81,35.38,94.73,Normal
Kabupaten/Kota_281,Sulawesi Selatan,2022,21113815.0,13.3,5.22,66.69,70.84,13.81,25.49,77.88,51.37,Normal
Kabupaten/Kota_282,Sulawesi Selatan,2023,122583525.0,11.64,6.35,71.26,69.22,12.6,28.35,40.02,49.42,Normal
Kabupaten/Kota_283,Papua,2023,140255013.0,12.97,,67.23,69.73,10.89,24.17,91.45,91.91,Missing Value
Kabupaten/Kota_284,Sulawesi Selatan,2021,78718807.0,23.34,5.59,74.02,64.58,7.58,55.83,30.9,82.1,Normal
Kabupaten/Kota_285,Sumatera Utara,2023,37375040.0,2.88,6.68,79.17,66.81,5.42,65.0,52.81,43.52,Normal
Kabupaten/Kota_286,Papua,2024,103890606.0,14.53,12.86,80.21,63.95,12.39,90.51,41.06,73.19,Normal
Kabupaten/Kota_287,Jawa Timur,2022,32150641.0,18.57,2.83,67.07,71.11,6.13,38.48,40.82,63.03,Normal
Kabupaten/Kota_288,Banten,2020,210629320.0,20.13,4.63,71.88,70.54,13.21,74.41,71.94,65.02,Normal
Kabupaten/Kota_289,DKI Jakarta,2023,184364573.0,3.76,3.15,57.6,61.94,7.16,78.2,72.27,69.43,Normal
Kabupaten/Kota_290,DKI Jakarta,2024,,5.15,4.58,80.58,75.74,11.41,34.27,94.59,93.81,Missing Value
Kabupaten/Kota_291,Jawa Tengah,2020,220406155.0,4.25,8.36,77.88,62.4,8.37,32.34,87.97,77.6,Normal
Kabupaten/Kota_292,Jawa Timur,2022,21064879.0,16.55,6.43,64.95,70.74,8.72,30.87,37.73,53.28,Normal
Kabupaten/Kota_293,Jawa Timur,2023,233388762.0,10.46,2.39,69.01,75.76,6.85,31.4,56.82,73.4,Normal
Kabupaten/Kota_294,Sumatera Barat,2021,246478756.0,11.78,12.94,76.46,66.93,8.61,92.95,78.76,49.2,Normal
Kabupaten/Kota_295,Banten,2022,221741798.0,2.24,10.04,56.94,60.47,8.89,93.34,46.03,81.67,Normal
Kabupaten/Kota_296,Sulawesi Selatan,2021,162682648.0,13.6,8.15,57.94,68.55,10.83,20.64,90.13,82.64,Normal
Kabupaten/Kota_297,DKI Jakarta,2024,236559768.0,7.18,9.38,64.21,65.55,13.62,60.94,45.67,65.68,Normal
Kabupaten/Kota_298,Papua,2024,225719244.0,9.67,11.79,77.72,74.73,12.48,91.72,82.26,60.32,Normal
Kabupaten/Kota_299,Jawa Barat,2021,42672014.0,13.62,4.44,84.59,62.15,5.63,49.62,80.53,65.63,Normal
Kabupaten/Kota_300,DKI Jakarta,2022,114049749.0,20.56,36.74,72.46,63.49,13.47,34.45,60.43,68.89,Outlier
Kabupaten/Kota_301,Sulawesi Selatan,2022,151265373.0,20.39,6.48,80.8,71.38,11.42,52.95,50.5,59.41,Normal
Kabupaten/Kota_302,Sumatera Utara,2022,153913501.0,6.88,2.8,55.6,63.93,13.9,62.29,55.97,78.31,Normal
Kabupaten/Kota_303,Jawa Timur,2023,194161286.0,4.27,5.53,68.15,72.16,10.05,50.27,96.51,66.05,Normal
Kabupaten/Kota_304,DKI Jakarta,2024,147684950.0,6.78,14.18,78.03,73.34,10.98,46.46,63.06,87.12,Normal
Kabupaten/Kota_305,Sumatera Utara,2021,169377864.0,22.46,2.12,61.38,60.69,11.78,64.58,43.33,79.47,Normal
Kabupaten/Kota_306,DKI Jakarta,2023,31120809.0,3.79,12.14,62.24,66.65,8.94,81.91,57.8,87.77,Normal
Kabupaten/Kota_307,Jawa Tengah,2020,215052721.0,3.67,8.69,65.09,65.11,13.08,64.47,52.82,83.46,Normal
Kabupaten/Kota_308,Sumatera Utara,2024,246359571.0,17.37,10.94,60.09,76.62,7.6,97.81,81.17,77.59,Normal
Kabupaten/Kota_309,Jawa Tengah,2020,198410835.0,14.4,4.54,81.63,77.22,5.49,76.49,86.28,55.08,Normal
Kabupaten/Kota_310,Sulawesi Selatan,2023,46979853.0,14.67,12.68,61.51,63.99,12.24,66.74,66.78,82.81,Normal
Kabupaten/Kota_311,Kalimantan Timur,2020,62939926.0,23.47,9.53,56.01,67.17,9.27,49.3,49.79,86.79,Normal
Kabupaten/Kota_312,Kalimantan Timur,2023,178249406.0,2.36,12.74,63.58,60.42,12.01,73.3,74.26,97.37,Normal
Kabupaten/Kota_313,Banten,2024,239513000.0,11.8,4.46,62.53,74.67,5.53,38.76,85.9,55.37,Normal
Kabupaten/Kota_314,Kalimantan Timur,2022,226798661.0,12.66,1.58,70.57,75.26,12.37,64.55,74.8,95.13,Normal
Kabupaten/Kota_315,Jawa Timur,2021,207838734.0,45.95,1.97,72.9,67.88,7.95,33.74,92.41,90.61,Outlier
Kabupaten/Kota_316,Papua,2020,18466840.0,19.16,12.02,70.95,65.79,13.65,40.79,99.6,94.69,Normal
Kabupaten/Kota_317,Jawa Timur,2022,28541032.0,22.54,13.04,59.67,63.17,5.03,97.96,83.76,83.57,Normal
Kabupaten/Kota_318,DKI Jakarta,2021,163343735.0,2.22,1.8,60.4,67.54,9.56,26.09,51.8,65.78,Normal
Kabupaten/Kota_319,Jawa Timur,2024,111769728.0,21.83,13.07,75.61,60.58,9.56,,35.07,53.51,Missing Value
Kabupaten/Kota_320,Kalimantan Timur,2020,97663059.0,18.36,9.67,81.19,66.52,8.03,62.9,89.46,51.49,Normal
Kabupaten/Kota_321,DKI Jakarta,2021,137224286.0,5.0,1.43,84.97,65.43,10.79,66.6,42.36,96.34,Normal
Kabupaten/Kota_322,Sulawesi Selatan,2022,227310321.0,4.42,13.2,82.09,63.11,11.54,80.27,46.44,42.95,Normal
Kabupaten/Kota_323,Sulawesi Selatan,2024,92921871.0,24.0,13.96,58.34,61.72,10.63,37.86,97.09,43.62,Normal
Kabupaten/Kota_324,DKI Jakarta,2020,227966410.0,24.97,2.42,69.88,69.23,12.69,35.92,64.99,66.34,Normal
Kabupaten/Kota_325,DKI Jakarta,2020,61642542.0,23.57,2.18,77.28,76.16,8.06,57.94,54.08,98.2,Normal
Kabupaten/Kota_326,Jawa Barat,2020,126874466.0,7.33,6.86,73.44,63.6,5.03,40.16,45.24,47.75,Normal
Kabupaten/Kota_327,Jawa Tengah,2021,21072676.0,10.95,6.0,81.77,77.2,12.25,36.87,64.99,46.47,Normal
Kabupaten/Kota_328,Sumatera Barat,2020,108289030.0,14.76,6.21,77.68,76.33,11.33,72.83,43.35,80.55,Normal
Kabupaten/Kota_329,Sumatera Utara,2024,63591429.0,17.67,1.7,55.38,68.61,7.44,70.17,38.38,63.44,Normal
Kabupaten/Kota_330,Banten,2021,35419198.0,15.63,12.29,58.04,61.65,7.85,40.32,72.97,92.13,Normal
Kabupaten/Kota_331,Kalimantan Timur,2020,57093544.0,5.46,1.81,65.23,67.09,9.07,44.57,76.1,64.99,Normal
Kabupaten/Kota_332,Sumatera Utara,2022,86842516.0,23.2,3.05,76.02,72.09,12.0,62.17,87.32,55.71,Normal
Kabupaten/Kota_333,Sumatera Barat,2021,239552162.0,11.52,1.61,65.79,72.69,5.22,43.84,91.04,77.44,Normal
Kabupaten/Kota_334,Papua,2021,228644791.0,9.85,10.71,55.77,72.49,10.03,90.31,34.86,57.12,Normal
Kabupaten/Kota_335,Sumatera Barat,2021,122041531.0,7.24,2.74,63.34,75.11,12.92,59.01,32.72,56.91,Normal
Kabupaten/Kota_336,Kalimantan Timur,2020,81794001.0,23.9,11.64,84.45,61.26,5.59,70.49,57.69,85.56,Normal
Kabupaten/Kota_337,DKI Jakarta,2021,138526453.0,15.31,5.79,59.33,76.23,7.86,73.4,77.28,70.35,Normal
Kabupaten/Kota_338,Banten,2021,139200362.0,19.3,6.0,57.03,60.36,13.57,40.33,64.42,63.24,Normal
Kabupaten/Kota_339,Jawa Timur,2021,32710838.0,11.17,12.09,73.38,71.8,8.31,88.2,69.66,96.76,Normal
Kabupaten/Kota_340,Jawa Timur,2022,96629396.0,23.43,11.63,60.19,70.02,13.97,79.61,85.29,77.77,Normal
Kabupaten/Kota_341,Sumatera Barat,2022,144930631.0,8.54,13.06,65.26,76.82,13.99,25.46,49.96,95.49,Normal
Kabupaten/Kota_342,Sulawesi Selatan,2024,62240213.0,21.03,8.54,73.9,69.72,9.18,80.5,30.52,82.87,Normal
Kabupaten/Kota_343,Kalimantan Timur,2021,244761577.0,3.33,7.22,64.39,72.09,7.83,29.18,57.45,51.26,Normal
Kabupaten/Kota_344,Jawa Tengah,2022,34297097.0,17.13,11.23,70.1,64.37,5.97,24.22,64.26,57.19,Normal
Kabupaten/Kota_345,Sumatera Utara,2022,111269357.0,9.44,11.54,76.2,68.26,8.41,39.75,97.6,79.68,Normal
Kabupaten/Kota_346,Banten,2023,204230019.0,13.09,2.66,79.98,62.12,5.4,90.02,58.08,61.42,Normal
Kabupaten/Kota_347,Kalimantan Timur,2021,140551425.0,14.38,3.32,74.92,75.2,11.42,35.73,54.72,83.8,Normal
Kabupaten/Kota_348,Jawa Timur,2023,227561522.0,7.81,11.22,68.66,66.95,8.97,86.65,84.52,57.09,Normal
Kabupaten/Kota_349,Banten,2022,147095752.0,18.16,13.78,59.24,70.85,10.21,46.32,66.73,80.72,Normal
Kabupaten/Kota_350,Banten,2023,98248428.0,21.5,8.82,62.81,71.07,7.48,73.88,44.35,74.09,Normal
Kabupaten/Kota_351,Banten,2024,15847671.0,19.16,10.11,71.1,76.8,5.29,84.78,67.23,42.26,Normal
Kabupaten/Kota_352,Papua,2020,69065013.0,22.04,10.24,74.4,63.15,12.76,49.61,57.05,68.42,Normal
Kabupaten/Kota_353,Jawa Tengah,2024,169731314.0,20.65,7.07,60.38,73.98,8.95,53.32,45.87,99.28,Normal
Kabupaten/Kota_354,Sulawesi Selatan,2022,219092397.0,11.51,4.69,75.69,73.2,12.99,69.88,32.92,72.9,Normal
Kabupaten/Kota_355,Banten,2020,103450160.0,13.38,3.32,58.9,70.17,5.41,26.15,92.2,56.02,Normal
Kabupaten/Kota_356,Sumatera Barat,2020,239149532.0,2.76,2.62,65.1,70.43,5.6,96.74,91.82,87.72,Normal
Kabupaten/Kota_357,Sulawesi Selatan,2024,88241114.0,12.51,11.69,59.67,66.89,8.3,50.01,61.66,46.59,Normal
Kabupaten/Kota_358,Jawa Timur,2020,224919737.0,6.64,10.46,62.53,72.71,7.72,61.68,55.09,89.85,Normal
Kabupaten/Kota_359,DKI Jakarta,2022,154191154.0,10.99,10.96,61.63,60.98,6.83,56.02,90.59,89.81,Normal
Kabupaten/Kota_360,Papua,2022,217038570.0,12.6,13.94,80.55,69.29,12.1,38.62,67.96,59.55,Normal
Kabupaten/Kota_361,Sumatera Utara,2020,175369199.0,20.64,14.09,75.03,76.07,12.71,84.58,95.42,41.71,Normal
Kabupaten/Kota_362,Jawa Barat,2022,194079811.0,15.66,14.18,70.36,60.29,5.34,23.68,37.55,68.29,Normal
Kabupaten/Kota_363,Sumatera Barat,2022,179207580.0,15.41,9.42,64.21,72.6,12.46,69.37,55.95,78.01,Normal
Kabupaten/Kota_364,Sulawesi Selatan,2024,21434279.0,15.09,3.98,72.14,65.76,11.88,87.35,48.99,83.97,Normal
Kabupaten/Kota_365,Jawa Timur,2024,44736953.0,6.21,6.08,71.25,74.56,13.41,56.4,81.53,66.72,Normal
Kabupaten/Kota_366,Jawa Timur,2023,40644895.0,19.99,3.28,76.0,68.04,11.09,63.73,54.03,86.65,Normal
Kabupaten/Kota_367,Sumatera Barat,2023,161418548.0,18.66,12.35,59.65,67.79,13.96,77.69,79.71,96.49,Normal
Kabupaten/Kota_368,DKI Jakarta,2020,140250662.0,6.98,8.65,73.42,62.4,7.5,20.22,65.59,59.98,Normal
Kabupaten/Kota_369,Papua,2020,30449416.0,15.28,8.73,78.63,66.17,12.93,53.52,69.94,49.8,Normal
Kabupaten/Kota_370,Kalimantan Timur,2023,243271408.0,10.66,12.79,66.15,68.96,8.23,57.22,75.4,90.35,Normal
Kabupaten/Kota_371,Jawa Tengah,2021,39583763.0,23.21,14.15,58.89,60.42,10.48,22.63,46.27,87.19,Normal
Kabupaten/Kota_372,Sulawesi Selatan,2020,58438213.0,3.64,1.99,70.33,67.74,7.51,70.18,97.44,59.17,Normal
Kabupaten/Kota_373,Papua,2020,205124478.0,9.41,5.31,66.08,69.94,11.91,33.57,43.68,96.64,Normal
Kabupaten/Kota_374,Kalimantan Timur,2024,227342666.0,23.48,13.94,69.68,67.6,6.01,68.44,42.59,40.77,Normal
Kabupaten/Kota_375,Sulawesi Selatan,2024,207471097.0,23.12,12.47,58.09,61.04,6.77,26.44,45.52,76.06,Normal
Kabupaten/Kota_376,Jawa Barat,2024,175218363.0,23.66,1.09,68.81,61.84,12.54,63.4,30.86,43.42,Normal
Kabupaten/Kota_377,Banten,2023,58600660.0,21.95,9.51,78.15,77.83,9.4,29.78,32.14,56.43,Normal
Kabupaten/Kota_378,Papua,2020,226411788.0,13.13,13.55,69.37,65.88,11.8,72.57,41.26,77.04,Normal
Kabupaten/Kota_379,Jawa Timur,2024,198873114.0,8.66,13.43,84.46,63.03,6.41,90.23,82.46,44.02,Normal
Kabupaten/Kota_380,Banten,2023,24533476.0,3.58,7.53,63.94,62.8,11.95,95.84,76.77,83.32,Normal
Kabupaten/Kota_381,Kalimantan Timur,2024,48682895.0,6.54,7.64,61.35,73.76,8.52,26.33,92.21,74.7,Normal
Kabupaten/Kota_382,Papua,2024,,15.61,5.89,60.43,74.34,10.15,47.93,47.02,96.6,Missing Value
Kabupaten/Kota_383,Papua,2022,18778609.0,24.27,5.29,84.27,67.53,9.28,51.77,42.24,96.13,Normal
Kabupaten/Kota_384,Papua,2020,64177866.0,11.17,3.76,79.11,74.07,6.69,63.34,50.43,64.23,Normal
Kabupaten/Kota_385,Jawa Barat,2021,151439887.0,4.02,5.45,76.37,63.5,6.84,24.77,76.74,48.69,Normal
Kabupaten/Kota_386,Jawa Barat,2023,205162852.0,23.28,12.32,75.62,67.83,6.44,54.0,38.44,70.83,Normal
Kabupaten/Kota_387,Sumatera Utara,2020,137158973.0,13.24,7.86,69.97,71.14,13.19,73.87,59.66,70.53,Normal
Kabupaten/Kota_388,DKI Jakarta,2024,197461981.0,24.6,4.03,76.43,66.84,6.08,78.79,72.18,84.16,Normal
Kabupaten/Kota_389,Sulawesi Selatan,2022,137092378.0,23.1,7.72,84.26,68.83,5.63,82.35,31.8,58.71,Normal
Kabupaten/Kota_390,Jawa Timur,2023,173171061.0,6.43,10.41,73.11,73.43,11.0,30.17,96.15,44.21,Normal
Kabupaten/Kota_391,Sumatera Utara,2021,191134285.0,14.92,10.16,59.27,73.22,8.22,63.23,91.74,94.65,Normal
Kabupaten/Kota_392,Papua,2020,176286918.0,10.65,12.94,66.46,77.54,8.77,89.53,35.6,40.99,Normal
Kabupaten/Kota_393,Sumatera Utara,2023,143359507.0,19.17,10.66,55.32,73.64,5.16,46.72,73.02,90.96,Normal
Kabupaten/Kota_394,Banten,2023,151054493.0,14.66,9.24,83.02,75.14,11.4,87.56,87.3,58.18,Normal
Kabupaten/Kota_395,DKI Jakarta,2024,44500703.0,2.93,9.23,66.94,65.45,9.28,81.79,63.73,96.35,Normal
Kabupaten/Kota_396,DKI Jakarta,2023,30123870.0,13.65,7.97,69.3,70.28,8.29,43.87,35.51,71.76,Normal
Kabupaten/Kota_397,Jawa Barat,2024,73554280.0,7.45,3.86,80.66,63.0,12.88,80.31,90.14,85.94,Normal
Kabupaten/Kota_398,Sumatera Utara,2023,127299289.0,18.67,14.9,63.42,76.94,10.68,87.35,51.18,69.02,Normal
Kabupaten/Kota_399,Jawa Timur,2021,211687024.0,13.85,1.63,65.53,74.43,11.48,60.89,66.02,79.02,Normal
Kabupaten/Kota_400,Jawa Barat,2024,245774617.0,13.72,14.83,57.96,60.55,12.19,60.61,44.02,60.63,Normal
Kabupaten/Kota_401,Banten,2020,88473054.0,9.21,1.52,65.84,74.88,11.27,31.82,99.0,88.28,Normal
Kabupaten/Kota_402,Sumatera Utara,2020,243535673.0,14.0,12.53,75.33,67.8,8.66,,54.2,69.42,Missing Value
Kabupaten/Kota_403,Jawa Barat,2022,31585914.0,18.64,9.91,67.44,68.67,6.86,58.26,79.27,92.37,Normal
Kabupaten/Kota_404,Papua,2022,183631069.0,,11.45,74.57,74.61,10.74,27.3,85.96,47.68,Missing Value
Kabupaten/Kota_405,Jawa Barat,2021,184938269.0,19.36,3.21,60.5,76.4,10.69,23.93,90.37,56.64,Normal
Kabupaten/Kota_406,Jawa Tengah,2021,81559883.0,17.4,1.49,56.4,69.63,13.61,93.98,,69.49,Missing Value
Kabupaten/Kota_407,Sulawesi Selatan,2024,96069516.0,2.65,11.62,77.72,73.23,11.37,64.31,72.04,55.14,Normal
Kabupaten/Kota_408,Sulawesi Selatan,2023,151917878.0,6.9,2.92,65.61,64.51,11.32,93.46,70.31,48.41,Normal
Kabupaten/Kota_409,Sulawesi Selatan,2022,171639531.0,18.44,4.41,74.38,66.79,7.36,29.2,65.37,81.95,Normal
Kabupaten/Kota_410,Sulawesi Selatan,2024,150862124.0,14.76,2.98,67.0,67.18,9.5,36.12,76.64,76.75,Normal
Kabupaten/Kota_411,Papua,2022,20553836.0,12.92,12.2,65.94,71.63,10.37,96.03,92.8,95.22,Normal
Kabupaten/Kota_412,Sulawesi Selatan,2021,238331249.0,22.74,1.12,58.45,70.16,10.4,74.2,39.55,57.15,Normal
Kabupaten/Kota_413,Jawa Barat,2020,115326114.0,4.33,,70.75,62.97,8.9,34.47,52.4,40.72,Missing Value
Kabupaten/Kota_414,Jawa Tengah,2021,229530524.0,24.12,6.03,71.9,75.45,11.52,86.33,89.9,69.85,Normal
Kabupaten/Kota_415,Jawa Tengah,2022,57125218.0,23.8,5.83,76.74,60.46,5.88,74.45,30.2,61.67,Normal
Kabupaten/Kota_416,Jawa Timur,2024,183444992.0,19.05,11.65,81.52,70.13,6.59,75.55,74.24,52.35,Normal
Kabupaten/Kota_417,Banten,2020,44133002.0,5.18,4.7,77.69,68.89,10.08,42.46,79.75,58.14,Normal
Kabupaten/Kota_418,Kalimantan Timur,2023,105986836.0,7.86,1.05,79.5,76.41,12.47,87.12,81.96,61.61,Normal
Kabupaten/Kota_419,Jawa Timur,2023,85683176.0,9.51,13.73,83.83,76.89,13.72,75.02,37.81,55.01,Normal
